avl_mass,avl_CGx,avl_CGy,avl_CGz,avl_Ixx,avl_Iyy,avl_Izz,avl_Ixy,avl_Iyz,avl_Izx
438.95334,43.962556755788782,0.0,2.9707993345237775,146316.28535872762,370868.2570114414,512856.9342407182,70.769187597288678,-46.745229290403863,-1064.4824478695855
